segment,controller,lataccel_cost,jerk_cost,total_cost,base_feedforward_gain,integrator,last_feedforward_err,last_feedforward_term,feedforward_saturated,integrator_clamp_hits,integrator_freeze_steps,integrator_clamp_steps,avg_pid_term_abs,max_action_abs,lataccel_cost_estimate,jerk_cost_estimate,total_cost_estimate,avg_v_ego,max_v_ego,avg_abs_roll_lataccel,avg_abs_target_lataccel,avg_abs_a_ego
00000,test,0.8151537497698067,37.33549830368829,78.09318579217862,1.0111620501940992,2.6903467833242445,0.20584013031696513,0.04908967085371195,0.0,2.0,0.0,2.0,0.1399292395890132,0.559173579540826,0.9873920455554663,45.68315630767951,95.05275858545284,33.612788637454976,33.95745537182112,0.2838466598304004,0.5750619526276408,0.07958124790793021
00000,baseline,0.7601549790489774,29.60017697457263,67.6079259270215,,,,,,,,,,,,,,33.612788637454976,33.95745537182112,0.2838466598304004,0.5750619526276408,0.07958124790793021
00001,test,0.41326668180294873,10.513331465887845,31.17666555603528,1.0014170385137102,3.1820373780416213,0.04510301245614532,-0.10341891590288826,0.0,0.0,0.0,0.0,0.17023523936054488,0.2556828933469021,0.34481548173795407,11.033472242628168,28.27424632952587,20.863346159452313,28.0530482405378,0.2258088748902554,0.055581570935787215,0.371692396888496
00001,baseline,0.40833144678321587,9.24167337741713,29.658245716577923,,,,,,,,,,,,,,20.863346159452313,28.0530482405378,0.2258088748902554,0.055581570935787215,0.371692396888496
00002,test,0.8256570761980939,27.73938915020026,69.02224296010496,1.0094246414494048,3.64857073558317,0.12100527192935986,-0.1691603186616617,0.0,8.0,0.0,8.0,0.18169522839183272,0.46974446403225834,1.0171126259097658,26.806963526900546,77.66259482238884,31.195890707859782,31.28840787121994,0.34196329566317,0.21521544451857702,0.03795551135144978
00002,baseline,0.7141772219873083,22.736576067685508,58.445437167050926,,,,,,,,,,,,,,31.195890707859782,31.28840787121994,0.34196329566317,0.21521544451857702,0.03795551135144978
00003,test,2.0198959426502006,29.985745622866038,130.98054275537606,1.0000287077326948,3.888353442447243,0.004887585532746819,-1.8866401404713118,0.0,37.0,0.0,37.0,0.2346599715315528,1.6222329886871591,4.332327666135847,29.4960719356948,246.11245524248716,11.412332944489625,19.18196868500007,0.3154453449770259,0.08163082973847416,0.6630810310409991
00003,baseline,0.4270200516491797,17.410460081322256,38.761462663781245,,,,,,,,,,,,,,11.412332944489625,19.18196868500007,0.3154453449770259,0.08163082973847416,0.6630810310409991
00004,test,6.074508406679782,13.17159978641986,316.89702012040897,1.0000000001181406,3.7616813294232645,0.004887585532746819,-1.5535794163827366,0.0,41.0,0.0,41.0,0.23888700878889096,1.3287157236802052,4.914816148420448,10.55329336687529,256.29410078789766,10.445296025159863,19.33064236868055,0.17469622644277316,0.032324189085458185,0.4369801784329688
00004,baseline,0.4026506810408542,8.13525899535786,28.267793047400573,,,,,,,,,,,,,,10.445296025159863,19.33064236868055,0.17469622644277316,0.032324189085458185,0.4369801784329688
00005,baseline,0.49780252033539985,13.415873091549829,38.305999108319824,,,,,,,,,,,,,,17.105930336808985,19.10158697293601,0.20684001470614538,0.15740365251754493,0.3671223182497601
00006,baseline,0.9029951659135733,31.24542952971269,76.39518782539136,,,,,,,,,,,,,,32.221733072656875,32.930332399039,0.49846768776876693,0.07807615966274484,0.10773179958852003
00007,baseline,0.12689782058503948,2.440338214974879,8.785229244226853,,,,,,,,,,,,,,10.986587168273962,15.710240364074709,0.10277744359801394,0.03613701869872036,0.3188009758892982
00008,baseline,0.6215968573803382,21.560711432206915,52.64055430122383,,,,,,,,,,,,,,21.8243749153221,25.1116843398495,0.37849741856808455,0.22089373570926985,0.383299474141503
00009,baseline,0.42909560456767726,14.97251670267218,36.42729693105605,,,,,,,,,,,,,,19.990206801966643,22.28781653500021,0.28659369457520756,0.32024986365213853,0.18534670612925527
00010,baseline,0.6127619089507382,24.693157345050043,55.33125279258695,,,,,,,,,,,,,,30.221783969022187,30.48460524215368,0.3514972918695819,0.5136438818460116,0.06853880632161868
00011,baseline,0.16639129547550877,3.599438996179824,11.919003769955262,,,,,,,,,,,,,,7.395646787370766,15.503411424012388,0.5800582768300443,0.010413293726981892,0.4666877574948448
00012,baseline,1.0428040323625705,23.831016268120717,75.97121788624924,,,,,,,,,,,,,,33.01728622281496,36.04786570599818,0.2545136846465112,0.053724330366931715,0.26641100813931373
00013,baseline,0.6267288526908537,19.271247905694658,50.60769054023734,,,,,,,,,,,,,,26.34881716738744,27.445181849449515,0.32106029151781695,0.43628026939716447,0.12286211509677593
00014,baseline,0.896696706433967,32.90026143015202,77.73509675185036,,,,,,,,,,,,,,30.340994074178102,30.785898671690056,0.3854770042016869,0.6594983115262039,0.07261657049006297
00015,baseline,0.4074852695668115,7.754480019714088,28.128743498054664,,,,,,,,,,,,,,13.092780146725708,20.12492561340332,0.10131173343244605,0.052053929933977255,0.6672626046940342
00016,baseline,0.6379233413210103,27.940555401483774,59.83672246753429,,,,,,,,,,,,,,30.67514038894128,32.54642103639483,0.4263773272501573,0.5522073422119791,0.09219664306124839
00017,baseline,0.732673461979347,23.831016268120752,60.4646893670881,,,,,,,,,,,,,,32.0686137710236,32.575284603928736,0.23280742276942112,0.13251448074548391,0.08834554811172551
00018,baseline,0.6851666546756614,19.934617567665246,54.19295030144832,,,,,,,,,,,,,,28.881402678011817,28.94321408974444,0.17709291169856117,0.05436849187873961,0.042688075927975126
00019,baseline,0.8726158262474821,42.15630382551805,85.78709513789215,,,,,,,,,,,,,,35.325612260820336,36.788833154329865,0.15493880900271018,0.6262681607508671,0.19811066842268402
00020,baseline,0.3706005195933423,10.166080198791322,28.696106178458436,,,,,,,,,,,,,,16.5366583579554,19.312497472878263,0.33639686128911805,0.15986945779043527,0.23573633455547624
00021,baseline,1.0067137732453164,41.55759474431709,91.89328340658292,,,,,,,,,,,,,,28.164110843306734,30.35256278337656,0.1407913214709188,0.15876705534566582,0.1879779066345177
00022,baseline,0.6151761194230015,18.0403020347456,48.799108005895675,,,,,,,,,,,,,,25.05267838372553,25.945279985411247,0.3074210876550155,0.25633187426645515,0.12787988925580396
00023,baseline,0.7717620956499152,23.299362604014316,61.88746738651007,,,,,,,,,,,,,,30.83959629285399,32.139240762185935,0.4589216414980554,0.19482719123589484,0.13464420295378315
00024,baseline,0.3908461605165824,10.281032342381893,29.823340368211014,,,,,,,,,,,,,,15.187770047364914,24.53166343820396,0.16877416208978802,0.10468057249885994,0.45558785161737747
00025,baseline,0.06737054927213927,1.3027909606931638,4.671318424300128,,,,,,,,,,,,,,7.240280056460491,11.95570249721076,0.30395674950363105,0.010715975864934895,0.551823940854024
00026,baseline,0.6776151952340682,48.100287583680576,81.98104734538398,,,,,,,,,,,,,,7.832027984959114,10.205701696577377,0.12315529072421114,0.26757663051540626,0.2958239664257622
00027,baseline,0.9982452425484906,24.621312255305945,74.53357438273048,,,,,,,,,,,,,,32.51162195627167,35.28357047304932,0.20393173764177183,0.28567691711361304,0.14552704907604258
00028,baseline,0.636738878199576,18.330077230046854,50.16702114002565,,,,,,,,,,,,,,30.258365578084845,30.595258015272048,0.17990783102575017,0.38077665348733103,0.051704638177073166
00029,baseline,0.3676331705083785,7.804771582534968,26.186430107953893,,,,,,,,,,,,,,7.38592324830589,16.080862131319858,0.05811692607137166,0.06704602209158556,0.5917367630899205
00030,baseline,0.9504082017521185,27.317897957034788,74.83830804464071,,,,,,,,,,,,,,29.94977482772479,32.55400659815744,0.24538041878614616,0.3702538797844112,0.25572903778975464
00031,baseline,0.06786795301493341,2.320596398734698,5.713994049481368,,,,,,,,,,,,,,9.514635491841155,14.496560329967169,0.47089622326900193,0.012319638854421135,0.32381038918258376
00032,baseline,0.7873284001881695,27.116731705751274,66.48315171515975,,,,,,,,,,,,,,31.791935733005115,36.204063415527344,0.252002855059287,0.05292877254869808,0.2416855124517147
00033,baseline,0.3626131405349298,22.95450617324263,41.085163199989125,,,,,,,,,,,,,,16.680997733304675,19.381520642908075,0.2232907877523515,0.6597420585316428,0.29518783558388073
00034,baseline,0.1696795343601042,8.190340230828346,16.674316948833557,,,,,,,,,,,,,,15.218277429521185,21.769698476988,0.32321622351409995,0.05270657892237109,0.5458716699403073
00035,baseline,0.3987060356493257,10.067891909474373,30.00319369194066,,,,,,,,,,,,,,21.390292069281877,24.36823684203263,0.05623217391580315,0.05790766837953446,0.24871861542059667
00036,baseline,0.8017939464840997,37.812070732324266,77.90176805652925,,,,,,,,,,,,,,35.29750521597291,35.70831687210965,0.1572378336824023,0.2903643237979565,0.09839235428560468
00037,baseline,0.10959180291974506,1.0465434739391775,6.526133619926431,,,,,,,,,,,,,,1.3352092735563303,3.051008408186669,0.19312818814167887,0.004188247829349918,0.3309310736458693
00038,baseline,0.36393460454883386,7.395254570993545,25.59198479843524,,,,,,,,,,,,,,15.406713205281282,19.52966089668664,0.12692604245178907,0.03557892283627652,0.3723195859657585
00039,baseline,0.22676948718147422,10.031969364602364,21.370443723676075,,,,,,,,,,,,,,17.777771210950895,22.913502859281905,0.18603998501572705,0.27259373784062835,0.33170544696509874
00040,baseline,0.5620378537854325,14.934199321475308,43.03609201074693,,,,,,,,,,,,,,27.320524612942616,29.063109441992964,0.2976119347449828,0.05079370140662044,0.17842739438315522
00041,baseline,0.5116366112464189,14.637239617199677,40.21907017952062,,,,,,,,,,,,,,28.125855721137725,29.66110759953198,0.30812615499024115,0.22866928796455468,0.12118826235150504
00042,baseline,0.7949864863802232,23.823831759146348,63.57315607815751,,,,,,,,,,,,,,31.614803035800456,33.72350764582066,0.27705726566127586,0.5571178152878998,0.18779719027796254
00043,baseline,0.32552827520029637,13.763124358646351,30.03953811866117,,,,,,,,,,,,,,23.311063975171994,25.761712145169533,0.2442097667388532,0.2040398390229258,0.2460803822357109
00044,baseline,0.7036311395181718,25.65348671129628,60.83504368720487,,,,,,,,,,,,,,27.904971735783654,31.19466590881348,0.2858606924861366,0.5732965221167136,0.26546857307892907
00045,baseline,0.7995544546392308,15.992716977038501,55.97043970900005,,,,,,,,,,,,,,27.882537383152744,28.430691855052483,0.19436338817051585,0.05452385157517125,0.0730174841861921
00046,baseline,0.8266165540550995,28.335703395076305,69.66653109783128,,,,,,,,,,,,,,31.144286220282957,33.03363541985528,0.1727914829622883,0.06393319019232259,0.15826806812220312
00047,baseline,0.0705651381091916,2.1194301474511943,5.647687052910774,,,,,,,,,,,,,,8.209398975943389,14.296666676029544,0.40417877425927895,0.04842045959344555,0.5461562203147058
00048,baseline,0.7429651939187034,17.942113745428642,55.090373441363816,,,,,,,,,,,,,,28.31076159678659,29.3387701898926,0.25587480715600797,0.15304923632898132,0.10597447194653171
00049,baseline,0.6142633691925385,19.790927388177053,50.50409584780398,,,,,,,,,,,,,,24.838541352353385,26.801462082040665,0.26163209681789396,0.25567958273191055,0.14719646383527574
00050,baseline,0.6020575371688828,27.229289013017077,57.332165871461214,,,,,,,,,,,,,,32.558009764758715,32.86539115073663,0.344763802939612,0.3302623212862359,0.07874101101662982
00051,baseline,0.6295757612993516,27.780101367721873,59.25888943268945,,,,,,,,,,,,,,33.105262335312084,33.515925149751496,0.12530754889691179,0.06777737368051993,0.06950812811258501
00052,baseline,0.7622844731292597,30.29467950876566,68.40890316522865,,,,,,,,,,,,,,31.69571849234354,32.15684710200031,0.25938857087876716,0.18580177734628014,0.10137872565041323
00053,baseline,0.46279476268517394,19.458045139029352,42.597783273288044,,,,,,,,,,,,,,18.98141671937289,20.31004076186958,0.253154487295139,0.21809632167665227,0.13567594140689243
00054,baseline,0.9427323109965123,39.993766624220335,87.13038217404595,,,,,,,,,,,,,,28.450982357503936,30.20545180985008,0.2549330906622737,0.6957698563519665,0.21623547233859064
00055,baseline,0.7297706326197365,24.745843744195696,61.23437537518252,,,,,,,,,,,,,,30.35828779326206,30.53212043565606,0.07373828280218056,0.07030936777124165,0.0686077737659161
00056,baseline,1.1386088882833463,27.011358907459933,83.94180332162725,,,,,,,,,,,,,,28.04107273037699,28.42514438271653,0.13811438838363174,0.1415907654514615,0.06749795321199804
00057,baseline,0.24739370903263366,5.785924560725521,18.155610012357204,,,,,,,,,,,,,,15.17069105851024,15.9899166085122,0.1328153188971818,0.19014018259167292,0.189320305681029
00058,baseline,0.7450710493020615,28.94399182157642,66.1975442866795,,,,,,,,,,,,,,32.55300332150526,33.79736069977342,0.19446424526826975,0.114894414787021,0.1383881302221677
00059,baseline,0.4126298339430571,15.535303239001033,36.166794936153885,,,,,,,,,,,,,,15.631817615768277,18.66072915401701,0.47835330359511324,0.45945671680709194,0.2115388292996638
00060,baseline,0.21209546423676578,6.212205426540563,16.816978638378853,,,,,,,,,,,,,,16.888313709272605,17.3243394909273,0.1604680697686629,0.03840566418113135,0.07152421389915845
00061,baseline,0.6380760283017131,22.470749235632294,54.37455065071795,,,,,,,,,,,,,,27.221785205304727,28.11957594605644,0.34469960983972747,0.37211558754864643,0.13933009274196115
00062,baseline,0.20954970156346675,6.159519027394884,16.637004105568224,,,,,,,,,,,,,,13.923004467308163,23.853151265045184,0.3479712534755772,0.03335409602385061,0.5790182946074064
00063,baseline,0.725913453292111,55.857162439719474,92.15283510432502,,,,,,,,,,,,,,30.10216038660956,33.10645794817331,0.14258903641934007,0.35331559311409116,0.29097038310362205
00064,baseline,0.16302326331636552,2.9408590068588327,11.092022172677108,,,,,,,,,,,,,,13.960424722055334,26.685449600219727,0.5486859606252769,0.1218729007323041,0.5878285053022343
00065,baseline,0.5572650878944159,14.562999691130774,42.42625408585157,,,,,,,,,,,,,,25.251054246486433,25.56635401315514,0.18210853000630509,0.16602747766018794,0.05517602746333334
00066,baseline,0.12248892123333617,4.411288510288258,10.535734571955066,,,,,,,,,,,,,,5.480594215136436,16.38630400460797,0.1172442425612756,0.05640666934008311,0.47993292282617844
00067,baseline,0.5452951720331994,21.72116546596875,48.985924067628716,,,,,,,,,,,,,,27.21263620725199,29.72007723908903,0.13194199563774825,0.07031636075591136,0.2527311050187179
00068,baseline,0.341485683898482,18.308523703123598,35.3828078980477,,,,,,,,,,,,,,25.958241497853976,26.20509030670545,0.22457049438697368,0.288965906028236,0.0492844701260764
00069,baseline,1.094146086778296,25.86423230787902,80.57153664679382,,,,,,,,,,,,,,1.9536029835805204,5.186942828312854,0.6434340050380601,0.334127282558618,0.4290082189364183
00070,baseline,0.7748070538667483,20.81112766254339,59.551480355880805,,,,,,,,,,,,,,32.51240368237019,32.61733699595132,0.30491266735950956,0.5801159750998179,0.03758296807151802
00071,baseline,1.1052150220076564,51.36684433071264,106.62759543109546,,,,,,,,,,,,,,32.14682704400949,33.34367634150317,0.3160221449987281,0.39924479131280805,0.12928469460024425
00072,baseline,0.6553255537608247,16.215436755245243,48.98171444328648,,,,,,,,,,,,,,24.335297866892702,27.82919420772075,0.22304887178015587,0.24439565807096386,0.45877753149981715
00073,baseline,0.5092652954694861,14.165456861213348,39.62872163468765,,,,,,,,,,,,,,26.395178609381887,26.79564166060492,0.047405077334812126,0.07654124960455515,0.09358558953121826
00074,baseline,0.20097697279100085,7.404833916292761,17.453682555842803,,,,,,,,,,,,,,14.726469924495195,19.61575348193721,0.4539665622432528,0.044602205591399394,0.6115869740932349
00075,baseline,0.5840916326062284,28.982309202773404,58.186890833084824,,,,,,,,,,,,,,29.260160057265765,32.88289551232137,0.15294406268375993,0.33924801094345114,0.21777050359950276
00076,baseline,0.19822969464625273,19.731056480056974,29.64254121236961,,,,,,,,,,,,,,13.532999783837642,16.715965430118793,0.3663513506742391,0.4252356716592488,0.34779189417084844
00077,baseline,1.0698756225924728,21.65171521254948,75.14549634217312,,,,,,,,,,,,,,30.021524070339037,30.402224903249973,0.30571359124456315,0.3173187268241196,0.07031541964008341
00078,baseline,0.34595247977393334,7.663476239371573,24.96110022806824,,,,,,,,,,,,,,18.3542003762777,21.54424739683377,0.2672605567778914,0.2176892002080918,0.39142558234790237
00079,baseline,0.08944022542557006,1.1902336534273943,5.662244924705897,,,,,,,,,,,,,,8.25768727322088,13.19538229474096,0.0538896164560898,0.015450324790946525,0.4786929912020626
00080,baseline,0.38302597258567417,15.906502869345577,35.05780149862929,,,,,,,,,,,,,,30.05155642794028,30.7503943481207,0.2175504117224789,0.11261151749422199,0.11077460347732955
00081,baseline,0.6096843526904256,17.513438043288858,47.997655677810144,,,,,,,,,,,,,,31.100483251941824,31.36055101540933,0.26174384304765685,0.1685795671163551,0.05918726986356164
00082,baseline,0.6817067734979207,34.31560969811095,68.40094837300698,,,,,,,,,,,,,,33.4339438262975,33.722943284111885,0.26254265033399304,0.45864551462532677,0.07805957938283191
00083,baseline,0.6427370763147291,18.588719553125614,50.72557336886207,,,,,,,,,,,,,,30.202435288340485,31.23908773197348,0.13096979553368468,0.14325647506624098,0.11525620307369004
00084,baseline,0.34962774202118974,38.21679807121606,55.698185172275544,,,,,,,,,,,,,,14.891359730993152,18.892545785102406,0.2843143432439559,0.2817349251753999,0.4456128382740937
00085,baseline,0.9548187326538726,20.188470218094427,67.92940685078806,,,,,,,,,,,,,,29.96707831760449,33.023983001708984,0.2831438140140479,0.0809439306920739,0.1598448968258468
00086,baseline,0.5384189935157081,29.329560469869868,56.25051014565527,,,,,,,,,,,,,,31.199720071898245,31.63597544117496,0.1829865584143601,0.2682368883723297,0.09295273559199498
00087,baseline,0.29667730341731924,5.987090812009024,20.820955982874985,,,,,,,,,,,,,,13.76243290492282,20.136969822989784,0.23025006168136855,0.03870315369908392,0.5930517996482937
00088,baseline,0.6491782316244212,18.974288201419085,51.433199782640145,,,,,,,,,,,,,,25.560850547552672,26.369360504687712,0.3767525678654943,0.41898951176481997,0.09004429377398959
00089,baseline,1.2431210484258521,34.52156562204405,96.67761804333665,,,,,,,,,,,,,,34.70394201566927,35.17513984930845,0.1828706006088166,0.10510994789534375,0.06539464642614859
00090,baseline,0.09317654575762187,3.6257821957526652,8.284609483633758,,,,,,,,,,,,,,6.79061914590252,12.231659167557892,0.16059757400080846,0.0504951932497541,0.406584061347751
00091,baseline,0.9211689661079105,36.84695169342841,82.90539999882394,,,,,,,,,,,,,,35.18413739460679,35.55295178137665,0.18057571618223942,0.284481153369293,0.05815929957043183
00092,baseline,0.5918199506474908,22.717417377087052,52.30841490946159,,,,,,,,,,,,,,16.623345970743262,17.798763343665836,0.0758228508768719,0.13224596785267095,0.2893671826764777
00093,baseline,0.9863843913711914,29.592992465598204,78.91221203415778,,,,,,,,,,,,,,33.69011248204314,33.86701050742747,0.1340762739776142,0.2337700965142727,0.03938475543995001
00094,baseline,1.1264264510464164,58.457954688456205,114.77927724077702,,,,,,,,,,,,,,25.774095716983986,29.56793170828053,0.46455925748584886,0.8206932183835943,0.5044290866937078
00095,baseline,0.7587630205217202,37.81925524129863,75.75740626738464,,,,,,,,,,,,,,30.178564781728163,30.582078862673896,0.306835012423373,0.5380580370091138,0.07787340644252043
00096,baseline,0.48151223142632715,20.054359383905442,44.1299709552218,,,,,,,,,,,,,,26.295686338093688,27.849276199862512,0.25995869672638394,0.35181970625209275,0.16035312638759244
00097,baseline,0.2384875137351755,5.953563103461772,17.877938790220547,,,,,,,,,,,,,,16.880900395945744,18.22580332432232,0.04200825698507826,0.031759256910207506,0.3324636420189022
00098,baseline,0.7986973963581976,22.111523786911743,62.04639360482162,,,,,,,,,,,,,,25.24163611127514,26.06864627850656,0.22136778262709578,0.3367924173098308,0.11078814394089048
00099,baseline,0.29492112419591576,8.17357637655472,22.91963258635051,,,,,,,,,,,,,,15.223135676317298,17.541201831612575,0.2000528958150465,0.18374871720714986,0.3539623066050018
00005,test,0.61962214753879,16.775828455249297,47.756935832188795,1.066983790917438,3.4,1.4586230253891515,-1.4965650862281117,0.0,11.0,0.0,11.0,0.13302522158985652,1.0061544036496657,1.947479935013869,24.78590140954077,122.15989816023422,17.105930336808985,19.10158697293601,0.20684001470614538,0.15740365251754493,0.3671223182497601
00006,test,0.7731776234287114,31.041868442104388,69.70074961353995,0.994781806615603,1.1477104696559488,-0.10868494968218612,-0.2588016680252859,0.0,8.0,0.0,8.0,0.10999400032488048,0.4655949372514828,0.8486418118266084,28.257434367369573,70.68952495869999,32.221733072656875,32.930332399039,0.49846768776876693,0.07807615966274484,0.10773179958852003
00007,test,0.1715282292376187,3.192316820963212,11.768728282844148,0.9985958285307522,-0.9298162319348764,-0.03512964805515917,-0.13913973881625424,0.0,0.0,0.0,0.0,0.0871231506562486,0.305027987664955,0.1787039416378656,3.384910821105876,12.320107902999156,10.986587168273962,15.710240364074709,0.10277744359801394,0.03613701869872036,0.3188009758892982
00008,test,0.5690117800540664,22.228870766827125,50.67945976953044,0.9961489690161697,0.7392537763083658,-0.019267151837557346,-0.23496672659684523,0.0,0.0,0.0,0.0,0.13863346865879186,0.7379613058248377,0.5850360220028878,24.372019102085396,53.62382020222979,21.8243749153221,25.1116843398495,0.37849741856808455,0.22089373570926985,0.383299474141503
00009,test,0.564585473520505,22.75573475828391,50.985008434309165,0.9957985588315837,1.5633562175498525,-0.10506297498912244,-0.18414280144642178,0.0,4.0,0.0,4.0,0.16596459847576467,1.0523600191842954,0.7366008594090929,21.0640036668922,57.89404663734685,19.990206801966643,22.28781653500021,0.28659369457520756,0.32024986365213853,0.18534670612925527
00010,test,0.614591944108988,28.23990994208419,58.96950714753359,1.0100112270959554,2.4215125671177504,0.10419361840801011,-0.2684421071479513,0.0,0.0,0.0,0.0,0.10111226814794759,0.4717076097987115,0.7054282415411677,31.07234309586221,66.3437551729206,30.221783969022187,30.48460524215368,0.3514972918695819,0.5136438818460116,0.06853880632161868
00011,test,19.738978799735808,34.1838458035203,1021.1327857903107,1.002378139565998,-2.6877634158311143,0.09708758044843134,0.5926693920002645,0.0,184.0,0.0,184.0,0.36974876872511997,1.1991363938755786,15.869379135763964,28.305147710287798,821.7741044984859,7.395646787370766,15.503411424012388,0.5800582768300443,0.010413293726981892,0.4666877574948448
00012,test,1.085852598425164,30.134225475003827,84.42685539626203,1.0091946417266653,3.436792348204704,0.036792348204703784,0.0823063838433453,0.0,5.0,0.0,5.0,0.12515457470543828,0.5294586409908373,1.1452230830366548,34.37684751761129,91.63800166944404,33.01728622281496,36.04786570599818,0.2545136846465112,0.053724330366931715,0.26641100813931373
00013,test,0.6110015640151178,24.221374589063718,54.771452789819605,1.0054912284317261,1.766626904302549,0.054451945333200996,-0.07726357953797716,0.0,0.0,0.0,0.0,0.13146149710106056,0.45367112732898,0.5828109995546676,23.097368439242597,52.23791841697598,26.34881716738744,27.445181849449515,0.32106029151781695,0.43628026939716447,0.12286211509677593
00014,test,1.1060569100442814,44.03625034048884,99.3390958427029,1.00254389632181,2.528935454366807,-0.06767093653059493,-0.058628599996691975,0.0,1.0,0.0,1.0,0.11970277336577063,0.8133243376503183,1.4551081867184992,52.88411118534021,125.63952052126515,30.340994074178102,30.785898671690056,0.3854770042016869,0.6594983115262039,0.07261657049006297
00015,test,6.838837321449258,13.027909606931642,354.96977567939456,1.0132041317677098,0.8166905198957622,-0.08185212305110294,-0.22742705635105234,0.0,78.0,0.0,78.0,0.2180787097233927,1.427976428874941,22.126451478646743,75.9575544080881,1182.280128340425,13.092780146725708,20.12492561340332,0.10131173343244605,0.052053929933977255,0.6672626046940342
00016,test,0.6650368706296161,34.782602781447714,68.03444631292852,1.0144906485377903,3.5400565653254814,0.1400565653254813,-0.17579207056857377,0.0,8.0,0.0,8.0,0.14538016018327138,0.37553508797971275,0.7930117845099905,33.39949605578314,73.05008528128266,30.67514038894128,32.54642103639483,0.4263773272501573,0.5522073422119791,0.09219664306124839
00017,test,0.6926637205901904,28.68295466217287,63.31614069168239,0.9917784914713317,1.6692158402603643,-0.07389045507293879,-0.09250641723658533,0.0,8.0,0.0,8.0,0.15961364861803376,0.27809274221796687,0.8235153047834944,25.76780968156786,66.94357492074258,32.0686137710236,32.575284603928736,0.23280742276942112,0.13251448074548391,0.08834554811172551
00018,test,0.691018965617351,22.57851687024843,57.12946515111598,1.0057391547976824,3.520064145827906,0.03991543731261501,-0.12664956591117188,0.0,0.0,0.0,0.0,0.12071752461490987,0.32453831871313965,0.6791109695008959,21.654487548032495,55.610036023077285,28.881402678011817,28.94321408974444,0.17709291169856117,0.05436849187873961,0.042688075927975126
00019,test,1.613000696887287,87.74440810447963,168.39444294884396,1.0059117180928987,2.5809753601853935,0.09950427389485361,-0.2455930834010692,0.0,1.0,0.0,1.0,0.13670266946762724,0.6244277358087625,1.7813545422079795,75.50153622681488,164.56926333721384,35.325612260820336,36.788833154329865,0.15493880900271018,0.6262681607508671,0.19811066842268402
00020,test,0.45205018787861323,13.624223851807738,36.2267332457384,1.0041564997359553,3.465588873281991,0.10881438844377389,-0.5689952563977412,0.0,3.0,0.0,3.0,0.1936060070997818,0.9376186709381986,0.5399760563655204,19.808495433185477,46.807298251461496,16.5366583579554,19.312497472878263,0.33639686128911805,0.15986945779043527,0.23573633455547624
00021,test,1.1640970562202875,58.407663125635324,116.6125159366497,0.9989603542225712,1.7602117352926903,-0.07429510569853948,0.1159969921197527,0.0,1.0,0.0,1.0,0.1450948031959517,0.6256023154172619,1.5744030526175214,50.99789857135276,129.71805120222882,28.164110843306734,30.35256278337656,0.1407913214709188,0.15876705534566582,0.1879779066345177
00022,test,0.5825643469501712,22.02770451554362,51.15592186305218,0.9961501873749423,2.3864402594465557,-0.03991716102306976,-0.3077803432416399,0.0,0.0,0.0,0.0,0.11445424815317823,0.4418998867834992,0.6955595026883356,22.449802178230257,57.227777312647035,25.05267838372553,25.945279985411247,0.3074210876550155,0.25633187426645515,0.12787988925580396
